,State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Housholds_with_Electric_Lighting,sex_ratio,literacy_rate
50,Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,4358,133368,95.55871304517514,57.614793333021495
51,Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,5135,161718,95.2173599850639,60.11782256430879
52,Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,2561,43290,92.13459957507963,42.530274021373835
53,Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,2362,44456,92.6218108356513,57.71495543632014
54,Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,23258,589477,92.32744201127687,67.64783121091557
55,Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1704,62359,90.67441947635737,47.44144649770023
56,Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,4644,120373,89.4888560019392,52.13437552284247
57,Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,6764,174534,88.01977887715445,51.78364627163514
58,Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,3661,62153,90.74700429256562,58.61116028510409
59,Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,1784,46760,92.16173391878392,58.00719898356259
60,Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,6280,127442,91.13992627972829,46.138084032930486
61,Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,6856,112617,93.74763408610207,52.32052608064184
62,Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,3707,69375,102.10465532719186,53.98093373489273
63,Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,1839,32633,92.17052520347923,48.77218594584769
64,Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,1106,27641,92.17001205638151,54.99634323961422
65,Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,2941,60900,91.88774266915767,41.68602771253544
66,Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,1580,40641,88.6074230639544,46.07561644887533
67,Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,1093,58718,94.97791157710186,44.07572172266919
68,Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,1186,44491,90.16272596870874,50.68077912943396
69,Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1397,23236,91.0882346483587,41.692119242946966
70,Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,5319,113281,92.6481756638116,48.03111125670464
71,Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,2653,90461,87.61153350771768,58.62242417374329
72,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,10290,180651,89.95322249640653,52.264103233826184
73,Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,4156,101378,92.22028509211387,52.818494794195125
74,Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1841,31162,93.86809100979498,49.163597167559054
75,Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,3495,57546,90.91858270543543,44.713144103671574
76,Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,40692,546859,89.65217611625357,59.25665393215511
77,Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,7719,74979,90.18923925736487,44.65172273207813
78,Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,4170,86058,92.10760458287483,40.81107167482637
79,Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,4594,114893,91.7609193376809,60.806819648382145
80,Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,1668,41342,90.60474902073258,42.35347597493714
81,Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,5379,88021,91.10135726274807,50.28386278659066
82,Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,4509,94787,95.36390021657873,54.59335371528662
83,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,631,20065,92.98120051070076,51.65084184290837
84,Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,478,10004,89.29827243540743,43.23043492836528
85,Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,3460,66263,89.85554986213796,41.96766303284229
86,Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,3834,52935,98.82298861553707,57.95513778260326
87,Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1845,51028,92.94631704958871,46.35476762568885
